family,p,approxlik,topprior,loss,lossWGD,dup,dupWGD
5432,0,-1.531628e+04,-2.884102e+01, 7,2,1,0
5432,0.1,-1.531135e+04,-2.443049e+01, 7,2,1,0
5432,0.2,-1.531008e+04,-2.315753e+01, 7,2,1,0
5432,0.3,-1.530930e+04,-2.238582e+01, 7,2,1,0
5432,0.4,-1.528525e+04,-1.783273e+01, 5,1,1,0
5432,0.5,-1.530884e+04,-2.139607e+01, 7,2,1,0
5432,0.6,-1.530796e+04,-2.103945e+01, 7,2,1,0
5432,0.7,-1.530807e+04,-2.073690e+01, 7,2,1,0
5432,0.8,-1.530792e+04,-2.047414e+01, 7,2,1,0
5432,0.9,-1.530722e+04,-2.024193e+01, 7,2,1,0
5432,1,-1.530721e+04,-2.003388e+01, 5,0,1,0
5433,0,-5.457824e+03,-3.624329e+01, 10,2,1,0
5433,0.1,-5.447308e+03,-3.183276e+01, 10,2,1,0
5433,0.2,-5.452052e+03,-3.055980e+01, 10,2,1,0
5433,0.3,-5.451447e+03,-2.978809e+01, 10,2,1,0
5433,0.4,-5.444738e+03,-2.923261e+01, 10,2,1,0
5433,0.5,-5.450457e+03,-2.879834e+01, 10,2,1,0
5433,0.6,-5.449905e+03,-2.844172e+01, 10,2,1,0
5433,0.7,-5.449631e+03,-2.813917e+01, 10,2,1,0
5433,0.8,-5.443160e+03,-2.787641e+01, 10,2,1,0
5433,0.9,-5.449136e+03,-2.764420e+01, 10,2,1,0
5433,1,-5.442548e+03,-2.743615e+01, 8,0,1,0
5434,0,-4.502523e+03,-2.865255e+01, 8,1,1,0
5434,0.1,-4.500207e+03,-2.644728e+01, 8,1,1,0
5434,0.2,-4.499788e+03,-2.581080e+01, 8,1,1,0
5434,0.3,-4.499295e+03,-2.542495e+01, 8,1,1,0
5434,0.4,-4.498823e+03,-2.514721e+01, 8,1,1,0
5434,0.5,-4.498907e+03,-2.493007e+01, 8,1,1,0
5434,0.6,-4.498428e+03,-2.475176e+01, 8,1,1,0
5434,0.7,-4.498577e+03,-2.460049e+01, 8,1,1,0
5434,0.8,-4.498227e+03,-2.446911e+01, 8,1,1,0
5434,0.9,-4.498029e+03,-2.435300e+01, 8,1,1,0
5434,1,-4.498370e+03,-2.424897e+01, 7,0,1,0
5435,0,-3.192423e+04,-8.581406e+01, 19,4,4,0
5435,0.1,-3.191500e+04,-7.699300e+01, 19,4,4,0
5435,0.2,-3.191502e+04,-7.506594e+01, 20,4,4,0
5435,0.3,-3.191338e+04,-7.352253e+01, 20,4,4,0
5435,0.4,-3.191232e+04,-7.241157e+01, 20,4,4,0
5435,0.5,-3.191244e+04,-7.154301e+01, 20,4,4,0
5435,0.6,-3.191116e+04,-7.082979e+01, 20,4,4,0
5435,0.7,-3.191056e+04,-7.022468e+01, 20,4,4,0
5435,0.8,-3.190749e+04,-6.908032e+01, 19,4,4,0
5435,0.9,-3.190703e+04,-6.861588e+01, 19,4,4,0
5435,1,-3.191050e+04,-6.881864e+01, 16,0,4,0
5438,0,-4.568305e+04,-3.113778e+01, 6,0,4,1
5438,0.1,-4.568315e+04,-3.124311e+01, 6,0,4,1
5438,0.2,-4.568310e+04,-3.136088e+01, 6,0,4,1
5438,0.3,-4.568430e+04,-3.149438e+01, 6,0,4,1
5438,0.4,-4.568288e+04,-3.164851e+01, 6,0,4,1
5438,0.5,-4.568412e+04,-3.183081e+01, 6,0,4,1
5438,0.6,-4.568378e+04,-3.205393e+01, 6,0,4,1
5438,0.7,-4.568408e+04,-3.234159e+01, 6,0,4,1
5438,0.8,-4.568535e+04,-3.274704e+01, 6,0,4,1
5438,0.9,-4.568497e+04,-3.344016e+01, 6,0,4,1
5438,1,-4.568811e+04,-3.521871e+01, 6,0,4,0
5440,0,-3.539644e+04,-1.309661e+01, 3,1,0,0
5440,0.1,-3.539424e+04,-1.089134e+01, 3,1,0,0
5440,0.2,-3.539360e+04,-1.025486e+01, 3,1,0,0
5440,0.3,-3.539322e+04,-9.869007e+00, 3,1,0,0
5440,0.4,-3.539294e+04,-9.591266e+00, 3,1,0,0
5440,0.5,-3.539272e+04,-9.374127e+00, 3,1,0,0
5440,0.6,-3.539254e+04,-9.195821e+00, 3,1,0,0
5440,0.7,-3.539239e+04,-9.044542e+00, 3,1,0,0
5440,0.8,-3.539226e+04,-8.913164e+00, 3,1,0,0
5440,0.9,-3.539214e+04,-8.797055e+00, 3,1,0,0
5440,1,-3.539197e+04,-8.693031e+00, 2,0,0,0
5441,0,-1.873497e+04,-2.186208e+01, 5,0,1,0
5441,0.1,-1.873502e+04,-2.186190e+01, 5,0,1,0
5441,0.2,-1.873502e+04,-2.186171e+01, 5,0,1,0
5441,0.3,-1.873477e+04,-2.186152e+01, 5,0,1,0
5441,0.4,-1.873502e+04,-2.186134e+01, 5,0,1,0
5441,0.5,-1.873473e+04,-2.186115e+01, 5,0,1,0
5441,0.6,-1.873497e+04,-2.186097e+01, 5,0,1,0
5441,0.7,-1.873494e+04,-2.186078e+01, 5,0,1,0
5441,0.8,-1.873499e+04,-2.186059e+01, 5,0,1,0
5441,0.9,-1.873487e+04,-2.186041e+01, 5,0,1,0
5441,1,-1.873493e+04,-2.186022e+01, 5,0,1,0
5443,0,-9.762354e+02,-2.648248e+01, 5,1,1,0
5443,0.1,-9.739999e+02,-2.427722e+01, 5,1,1,0
5443,0.2,-9.733671e+02,-2.364074e+01, 5,1,1,0
5443,0.3,-9.730078e+02,-2.325488e+01, 5,1,1,0
5443,0.4,-9.727018e+02,-2.297714e+01, 5,1,1,0
5443,0.5,-9.724847e+02,-2.276000e+01, 5,1,1,0
5443,0.6,-9.722417e+02,-2.258170e+01, 5,1,1,0
5443,0.7,-9.721756e+02,-2.243042e+01, 5,1,1,0
5443,0.8,-9.720207e+02,-2.229904e+01, 5,1,1,0
5443,0.9,-9.718922e+02,-2.218293e+01, 5,1,1,0
5443,1,-9.714049e+02,-2.207891e+01, 4,0,1,0
5445,0,-2.720558e+03,-2.889701e+01, 8,1,0,0
5445,0.1,-2.706767e+03,-2.669175e+01, 8,1,0,0
5445,0.2,-2.717716e+03,-2.605526e+01, 8,1,0,0
5445,0.3,-2.708073e+03,-2.566941e+01, 8,1,0,0
5445,0.4,-2.706984e+03,-2.539167e+01, 8,1,0,0
5445,0.5,-2.706869e+03,-2.517453e+01, 8,1,0,0
5445,0.6,-2.708434e+03,-2.499622e+01, 8,1,0,0
5445,0.7,-2.716506e+03,-2.484495e+01, 8,1,0,0
5445,0.8,-2.716374e+03,-2.471357e+01, 8,1,0,0
5445,0.9,-2.716258e+03,-2.459746e+01, 8,1,0,0
5445,1,-2.703451e+03,-2.449344e+01, 7,0,0,0
5446,0,-1.713561e+04,-6.553599e+00, 1,1,0,0
5446,0.1,-1.713340e+04,-4.348335e+00, 1,1,0,0
5446,0.2,-1.713276e+04,-3.711855e+00, 1,1,0,0
5446,0.3,-1.713238e+04,-3.326001e+00, 1,1,0,0
5446,0.4,-1.713210e+04,-3.048260e+00, 1,1,0,0
5446,0.5,-1.713188e+04,-2.831121e+00, 1,1,0,0
5446,0.6,-1.713171e+04,-2.652815e+00, 1,1,0,0
5446,0.7,-1.713155e+04,-2.501536e+00, 1,1,0,0
5446,0.8,-1.713142e+04,-2.370159e+00, 1,1,0,0
5446,0.9,-1.713131e+04,-2.254049e+00, 1,1,0,0
5446,1,-1.713157e+04,-2.150026e+00, 0,0,0,0
5447,0,-8.450032e+03,-3.685648e+00, 0,0,0,0
5447,0.1,-8.450032e+03,-3.685462e+00, 0,0,0,0
5447,0.2,-8.450032e+03,-3.685276e+00, 0,0,0,0
5447,0.3,-8.450032e+03,-3.685089e+00, 0,0,0,0
5447,0.4,-8.450031e+03,-3.684903e+00, 0,0,0,0
5447,0.5,-8.450031e+03,-3.684717e+00, 0,0,0,0
5447,0.6,-8.450031e+03,-3.684531e+00, 0,0,0,0
5447,0.7,-8.450031e+03,-3.684345e+00, 0,0,0,0
5447,0.8,-8.450031e+03,-3.684159e+00, 0,0,0,0
5447,0.9,-8.450030e+03,-3.683973e+00, 0,0,0,0
5447,1,-8.450030e+03,-3.683786e+00, 0,0,0,0
5448,0,-4.919864e+04,-5.403579e+01, 12,1,5,1
5448,0.1,-4.914235e+04,-4.642785e+01, 11,1,4,1
5448,0.2,-4.914160e+04,-4.590913e+01, 11,1,4,1
5448,0.3,-4.914149e+04,-4.565678e+01, 11,1,4,1
5448,0.4,-4.914156e+04,-4.553317e+01, 11,1,4,1
5448,0.5,-4.914130e+04,-4.549833e+01, 11,1,4,1
5448,0.6,-4.914124e+04,-4.554315e+01, 11,1,4,1
5448,0.7,-4.914159e+04,-4.567953e+01, 11,1,4,1
5448,0.8,-4.914153e+04,-4.595360e+01, 11,1,4,1
5448,0.9,-4.914254e+04,-4.653062e+01, 11,1,4,1
5448,1,-4.914459e+04,-4.820514e+01, 10,0,4,0
5449,0,-1.720567e+04,-3.591853e+01, 8,2,2,0
5449,0.1,-1.720091e+04,-3.150800e+01, 8,2,2,0
5449,0.2,-1.720009e+04,-3.023504e+01, 8,2,2,0
5449,0.3,-1.719839e+04,-2.946334e+01, 8,2,2,0
5449,0.4,-1.719786e+04,-2.890786e+01, 8,2,2,0
5449,0.5,-1.719742e+04,-2.847358e+01, 8,2,2,0
5449,0.6,-1.719884e+04,-2.811697e+01, 8,2,2,0
5449,0.7,-1.719725e+04,-2.781441e+01, 8,2,2,0
5449,0.8,-1.722392e+04,-3.696266e+01, 10,2,2,0
5449,0.9,-1.719621e+04,-2.731944e+01, 8,2,2,0
5449,1,-1.719831e+04,-2.711139e+01, 6,0,2,0
5451,0,-1.400431e+04,-1.647848e+01, 4,0,1,1
5451,0.1,-1.400442e+04,-1.658382e+01, 4,0,1,1
5451,0.2,-1.400454e+04,-1.670158e+01, 4,0,1,1
5451,0.3,-1.400467e+04,-1.683509e+01, 4,0,1,1
5451,0.4,-1.400482e+04,-1.698922e+01, 4,0,1,1
5451,0.5,-1.400501e+04,-1.717152e+01, 4,0,1,1
5451,0.6,-1.400221e+04,-8.639080e+00, 2,1,0,0
5451,0.7,-1.400206e+04,-8.487801e+00, 2,1,0,0
5451,0.8,-1.400193e+04,-8.356424e+00, 2,1,0,0
5451,0.9,-1.400181e+04,-8.240315e+00, 2,1,0,0
5451,1,-1.400189e+04,-8.136291e+00, 1,0,0,0
5452,0,-9.546246e+03,-2.150766e+01, 5,1,1,0
5452,0.1,-9.544041e+03,-1.930239e+01, 5,1,1,0
5452,0.2,-9.543458e+03,-1.866591e+01, 5,1,1,0
5452,0.3,-9.543019e+03,-1.828006e+01, 5,1,1,0
5452,0.4,-9.542763e+03,-1.800232e+01, 5,1,1,0
5452,0.5,-9.542545e+03,-1.778518e+01, 5,1,1,0
5452,0.6,-9.542292e+03,-1.760687e+01, 5,1,1,0
5452,0.7,-9.542371e+03,-1.745559e+01, 5,1,1,0
5452,0.8,-9.542116e+03,-1.732422e+01, 5,1,1,0
5452,0.9,-9.541972e+03,-1.720811e+01, 5,1,1,0
5452,1,-9.542177e+03,-1.710408e+01, 4,0,1,0
5453,0,-5.947300e+02,-2.202575e+01, 1,0,0,0
5453,0.1,-5.925247e+02,-1.982049e+01, 1,0,0,0
5453,0.2,-5.918882e+02,-1.918401e+01, 1,0,0,0
5453,0.3,-5.915023e+02,-1.879816e+01, 1,0,0,0
5453,0.4,-5.912246e+02,-1.852042e+01, 1,0,0,0
5453,0.5,-5.910074e+02,-1.830328e+01, 1,0,0,0
5453,0.6,-5.908291e+02,-1.812497e+01, 1,0,0,0
5453,0.7,-5.906778e+02,-1.797369e+01, 1,0,0,0
5453,0.8,-5.905464e+02,-1.784231e+01, 1,0,0,0
5453,0.9,-5.904303e+02,-1.772620e+01, 1,0,0,0
5453,1,-5.903262e+02,-1.762218e+01, 1,0,0,0
5454,0,-4.316187e+03,-2.999101e+01, 8,2,1,0
5454,0.1,-4.312017e+03,-2.558048e+01, 8,2,1,0
5454,0.2,-4.310504e+03,-2.430752e+01, 8,2,1,0
5454,0.3,-4.309643e+03,-2.353582e+01, 8,2,1,0
5454,0.4,-4.309957e+03,-2.298034e+01, 8,2,1,0
5454,0.5,-4.309487e+03,-2.254606e+01, 8,2,1,0
5454,0.6,-4.309130e+03,-2.218945e+01, 8,2,1,0
5454,0.7,-4.308415e+03,-2.188689e+01, 8,2,1,0
5454,0.8,-4.307731e+03,-2.162414e+01, 8,2,1,0
5454,0.9,-4.308333e+03,-2.139192e+01, 8,2,1,0
5454,1,-4.308649e+03,-2.118387e+01, 6,0,1,0
5455,0,-6.219168e+02,-2.202575e+01, 1,0,0,0
5455,0.1,-6.197115e+02,-1.982049e+01, 1,0,0,0
5455,0.2,-6.190750e+02,-1.918401e+01, 1,0,0,0
5455,0.3,-6.186891e+02,-1.879816e+01, 1,0,0,0
5455,0.4,-6.184114e+02,-1.852042e+01, 1,0,0,0
5455,0.5,-6.181942e+02,-1.830328e+01, 1,0,0,0
5455,0.6,-6.180159e+02,-1.812497e+01, 1,0,0,0
5455,0.7,-6.178646e+02,-1.797369e+01, 1,0,0,0
5455,0.8,-6.177332e+02,-1.784231e+01, 1,0,0,0
5455,0.9,-6.176171e+02,-1.772620e+01, 1,0,0,0
5455,1,-6.175131e+02,-1.762218e+01, 1,0,0,0
5456,0,-4.187829e+04,-4.250535e+01, 11,2,2,0
5456,0.1,-4.187377e+04,-3.809483e+01, 11,2,2,0
5456,0.2,-4.187254e+04,-3.682187e+01, 11,2,2,0
5456,0.3,-4.187172e+04,-3.605016e+01, 11,2,2,0
5456,0.4,-4.187117e+04,-3.549468e+01, 11,2,2,0
5456,0.5,-4.187101e+04,-3.506040e+01, 11,2,2,0
5456,0.6,-4.187065e+04,-3.470379e+01, 11,2,2,0
5456,0.7,-4.187012e+04,-3.440123e+01, 11,2,2,0
5456,0.8,-4.186986e+04,-3.413848e+01, 11,2,2,0
5456,0.9,-4.186962e+04,-3.390626e+01, 11,2,2,0
5456,1,-4.186984e+04,-3.369822e+01, 9,0,2,0
5457,0,-5.876280e+03,-6.590997e+00, 1,0,0,0
5457,0.1,-5.876279e+03,-6.590811e+00, 1,0,0,0
5457,0.2,-5.876279e+03,-6.590624e+00, 1,0,0,0
5457,0.3,-5.876279e+03,-6.590438e+00, 1,0,0,0
5457,0.4,-5.876279e+03,-6.590252e+00, 1,0,0,0
5457,0.5,-5.876278e+03,-6.590066e+00, 1,0,0,0
5457,0.6,-5.876278e+03,-6.589880e+00, 1,0,0,0
5457,0.7,-5.876278e+03,-6.589693e+00, 1,0,0,0
5457,0.8,-5.876285e+03,-6.589507e+00, 1,0,0,0
5457,0.9,-5.876278e+03,-6.589321e+00, 1,0,0,0
5457,1,-5.876277e+03,-6.589135e+00, 1,0,0,0
5458,0,-2.537069e+04,-9.357274e+00, 1,1,1,0
5458,0.1,-2.537441e+04,-1.966635e+01, 4,1,2,0
5458,0.2,-2.537622e+04,-2.074572e+01, 5,1,2,0
5458,0.3,-2.537583e+04,-2.035986e+01, 5,1,2,0
5458,0.4,-2.537555e+04,-2.008212e+01, 5,1,2,0
5458,0.5,-2.537534e+04,-1.986498e+01, 5,1,2,0
5458,0.6,-2.537514e+04,-1.968668e+01, 5,1,2,0
5458,0.7,-2.537493e+04,-1.953540e+01, 5,1,2,0
5458,0.8,-2.536651e+04,-5.173834e+00, 1,1,1,0
5458,0.9,-2.536640e+04,-5.057724e+00, 1,1,1,0
5458,1,-2.537477e+04,-1.918389e+01, 4,0,2,0
5459,0,-6.635171e+03,-3.566071e+01, 10,2,1,0
5459,0.1,-6.631163e+03,-3.125018e+01, 10,2,1,0
5459,0.2,-6.629890e+03,-2.997722e+01, 10,2,1,0
5459,0.3,-6.628291e+03,-2.920552e+01, 10,2,1,0
5459,0.4,-6.628563e+03,-2.865004e+01, 10,2,1,0
5459,0.5,-6.627301e+03,-2.821576e+01, 10,2,1,0
5459,0.6,-6.627772e+03,-2.785915e+01, 10,2,1,0
5459,0.7,-6.627193e+03,-2.755659e+01, 10,2,1,0
5459,0.8,-6.626979e+03,-2.729384e+01, 10,2,1,0
5459,0.9,-6.626829e+03,-2.706162e+01, 10,2,1,0
5459,1,-6.626984e+03,-2.685357e+01, 8,0,1,0
5460,0,-1.354679e+04,-2.884102e+01, 7,2,1,0
5460,0.1,-1.354211e+04,-2.443049e+01, 7,2,1,0
5460,0.2,-1.354074e+04,-2.315753e+01, 7,2,1,0
5460,0.3,-1.354032e+04,-2.238582e+01, 7,2,1,0
5460,0.4,-1.353941e+04,-2.183034e+01, 7,2,1,0
5460,0.5,-1.353934e+04,-2.139607e+01, 7,2,1,0
5460,0.6,-1.353889e+04,-2.103945e+01, 7,2,1,0
5460,0.7,-1.353800e+04,-2.073690e+01, 7,2,1,0
5460,0.8,-1.353818e+04,-2.047414e+01, 7,2,1,0
5460,0.9,-1.351789e+04,-1.472220e+01, 4,1,1,0
5460,1,-1.353750e+04,-2.003388e+01, 5,0,1,0
5461,0,-3.302253e+04,-5.291242e+01, 13,2,3,0
5461,0.1,-3.301812e+04,-4.850189e+01, 13,2,3,0
5461,0.2,-3.301733e+04,-4.722893e+01, 13,2,3,0
5461,0.3,-3.301589e+04,-4.645722e+01, 13,2,3,0
5461,0.4,-3.301470e+04,-4.590174e+01, 13,2,3,0
5461,0.5,-3.301509e+04,-4.546746e+01, 13,2,3,0
5461,0.6,-3.301495e+04,-4.511085e+01, 13,2,3,0
5461,0.7,-3.301290e+04,-4.480830e+01, 13,2,3,0
5461,0.8,-3.301398e+04,-4.454554e+01, 13,2,3,0
5461,0.9,-3.301320e+04,-4.431332e+01, 13,2,3,0
5461,1,-3.301314e+04,-4.410528e+01, 11,0,3,0
5463,0,-1.826680e+04,-6.590997e+00, 1,0,0,0
5463,0.1,-1.827584e+04,-6.590811e+00, 1,0,0,0
5463,0.2,-1.826534e+04,-6.590624e+00, 1,0,0,0
5463,0.3,-1.827584e+04,-6.590438e+00, 1,0,0,0
5463,0.4,-1.827583e+04,-6.590252e+00, 1,0,0,0
5463,0.5,-1.827583e+04,-6.590066e+00, 1,0,0,0
5463,0.6,-1.827583e+04,-6.589880e+00, 1,0,0,0
5463,0.7,-1.827583e+04,-6.589693e+00, 1,0,0,0
5463,0.8,-1.827583e+04,-6.589507e+00, 1,0,0,0
5463,0.9,-1.827583e+04,-6.589321e+00, 1,0,0,0
5463,1,-1.827583e+04,-6.589135e+00, 1,0,0,0
5465,0,-2.876833e+04,-1.049221e+01, 3,0,1,1
5465,0.1,-2.876844e+04,-1.059755e+01, 3,0,1,1
5465,0.2,-2.876855e+04,-1.071531e+01, 3,0,1,1
5465,0.3,-2.876869e+04,-1.084882e+01, 3,0,1,1
5465,0.4,-2.876884e+04,-1.100295e+01, 3,0,1,1
5465,0.5,-2.876902e+04,-1.118525e+01, 3,0,1,1
5465,0.6,-2.876925e+04,-1.140837e+01, 3,0,1,1
5465,0.7,-2.876953e+04,-1.169603e+01, 3,0,1,1
5465,0.8,-2.876994e+04,-1.210147e+01, 3,0,1,1
5465,0.9,-2.877063e+04,-1.279460e+01, 3,0,1,1
5465,1,-2.877328e+04,-1.457315e+01, 3,0,1,0
5466,0,-1.544531e+04,-2.400574e+01, 6,0,1,0
5466,0.1,-1.544531e+04,-2.400556e+01, 6,0,1,0
5466,0.2,-1.544563e+04,-2.400537e+01, 6,0,1,0
5466,0.3,-1.544755e+04,-2.400518e+01, 6,0,1,0
5466,0.4,-1.544797e+04,-2.400500e+01, 6,0,1,0
5466,0.5,-1.544730e+04,-2.400481e+01, 6,0,1,0
5466,0.6,-1.544730e+04,-2.400462e+01, 6,0,1,0
5466,0.7,-1.544730e+04,-2.400444e+01, 6,0,1,0
5466,0.8,-1.544776e+04,-2.400425e+01, 6,0,1,0
5466,0.9,-1.544760e+04,-2.400407e+01, 6,0,1,0
5466,1,-1.544714e+04,-2.400388e+01, 6,0,1,0
5469,0,-9.114580e+02,-3.148311e+01, 2,0,1,0
5469,0.1,-9.092563e+02,-2.927785e+01, 2,0,1,0
5469,0.2,-9.086327e+02,-2.864137e+01, 2,0,1,0
5469,0.3,-9.082408e+02,-2.825551e+01, 2,0,1,0
5469,0.4,-9.079616e+02,-2.797777e+01, 2,0,1,0
5469,0.5,-9.077564e+02,-2.776063e+01, 2,0,1,0
5469,0.6,-9.075697e+02,-2.758233e+01, 2,0,1,0
5469,0.7,-9.074184e+02,-2.743105e+01, 2,0,1,0
5469,0.8,-9.072910e+02,-2.729967e+01, 2,0,1,0
5469,0.9,-9.071748e+02,-2.718356e+01, 2,0,1,0
5469,1,-9.070569e+02,-2.707954e+01, 2,0,1,0
5470,0,-2.499853e+03,-4.048659e+01, 7,1,2,0
5470,0.1,-2.497648e+03,-3.828133e+01, 7,1,2,0
5470,0.2,-2.497012e+03,-3.764485e+01, 7,1,2,0
5470,0.3,-2.496626e+03,-3.725899e+01, 7,1,2,0
5470,0.4,-2.496348e+03,-3.698125e+01, 7,1,2,0
5470,0.5,-2.496131e+03,-3.676411e+01, 7,1,2,0
5470,0.6,-2.495953e+03,-3.658581e+01, 7,1,2,0
5470,0.7,-2.496412e+03,-3.643453e+01, 7,1,2,0
5470,0.8,-2.494785e+03,-3.630315e+01, 7,1,2,0
5470,0.9,-2.495778e+03,-3.618704e+01, 7,1,2,0
5470,1,-2.496283e+03,-3.608302e+01, 6,0,2,0
5471,0,-5.670561e+04,-3.837223e+01, 8,1,2,0
5471,0.1,-5.621017e+04,-1.008362e+01, 2,1,1,0
5471,0.2,-5.620953e+04,-9.447144e+00, 2,1,1,0
5471,0.3,-5.620919e+04,-9.061291e+00, 2,1,1,0
5471,0.4,-5.620887e+04,-8.783550e+00, 2,1,1,0
5471,0.5,-5.670046e+04,-3.423805e+01, 8,1,2,0
5471,0.6,-5.670038e+04,-3.399442e+01, 8,1,2,0
5471,0.7,-5.670071e+04,-3.378183e+01, 8,1,2,0
5471,0.8,-5.620821e+04,-8.105449e+00, 2,1,1,0
5471,0.9,-5.620809e+04,-7.989339e+00, 2,1,1,0
5471,1,-5.620835e+04,-7.885315e+00, 1,0,1,0
5474,0,-1.198826e+04,-3.865183e+01, 7,2,3,0
5474,0.1,-1.198233e+04,-3.424130e+01, 7,2,3,0
5474,0.2,-1.198105e+04,-3.296834e+01, 7,2,3,0
5474,0.3,-1.198018e+04,-3.219663e+01, 7,2,3,0
5474,0.4,-1.198117e+04,-3.164115e+01, 7,2,3,0
5474,0.5,-1.198073e+04,-3.120688e+01, 7,2,3,0
5474,0.6,-1.197970e+04,-3.085026e+01, 7,2,3,0
5474,0.7,-1.197940e+04,-3.054771e+01, 7,2,3,0
5474,0.8,-1.199105e+04,-4.451514e+01, 11,2,4,0
5474,0.9,-1.197870e+04,-3.005274e+01, 7,2,3,0
5474,1,-1.197757e+04,-2.984469e+01, 5,0,3,0
5477,0,-3.378079e+04,-3.375167e+01, 7,1,3,1
5477,0.1,-3.378311e+04,-3.165175e+01, 7,1,3,1
5477,0.2,-3.378259e+04,-3.113303e+01, 7,1,3,1
5477,0.3,-3.374668e+04,-9.977721e+00, 0,0,2,1
5477,0.4,-3.374684e+04,-1.013185e+01, 0,0,2,1
5477,0.5,-3.374702e+04,-1.031415e+01, 0,0,2,1
5477,0.6,-3.379854e+04,-3.076705e+01, 7,1,3,1
5477,0.7,-3.378236e+04,-3.090343e+01, 7,1,3,1
5477,0.8,-3.375795e+04,-2.369852e+01, 3,0,3,1
5477,0.9,-3.375864e+04,-2.439165e+01, 3,0,3,1
5477,1,-3.379266e+04,-2.791693e+01, 3,0,3,0
5478,0,-9.185429e+03,-2.034889e+01, 5,0,1,0
5478,0.1,-9.185386e+03,-2.025188e+01, 5,0,1,0
5478,0.2,-9.185321e+03,-2.016345e+01, 5,0,1,0
5478,0.3,-9.185160e+03,-2.008221e+01, 5,0,1,0
5478,0.4,-9.185085e+03,-2.000707e+01, 5,0,1,0
5478,0.5,-9.185015e+03,-1.993719e+01, 5,0,1,0
5478,0.6,-9.184978e+03,-1.987187e+01, 5,0,1,0
5478,0.7,-9.184885e+03,-1.981055e+01, 5,0,1,0
5478,0.8,-9.184746e+03,-1.975278e+01, 5,0,1,0
5478,0.9,-9.184878e+03,-1.969816e+01, 5,0,1,0
5478,1,-9.184786e+03,-1.964637e+01, 5,0,1,0
5479,0,-7.656596e+03,-3.083840e+01, 2,0,1,0
5479,0.1,-7.654391e+03,-2.863314e+01, 2,0,1,0
5479,0.2,-7.654616e+03,-2.799665e+01, 2,0,1,0
5479,0.3,-7.654230e+03,-2.761080e+01, 2,0,1,0
5479,0.4,-7.653952e+03,-2.733306e+01, 2,0,1,0
5479,0.5,-7.652874e+03,-2.711592e+01, 2,0,1,0
5479,0.6,-7.652695e+03,-2.693762e+01, 2,0,1,0
5479,0.7,-7.653405e+03,-2.678634e+01, 2,0,1,0
5479,0.8,-7.652413e+03,-2.665496e+01, 2,0,1,0
5479,0.9,-7.652296e+03,-2.653885e+01, 2,0,1,0
5479,1,-7.653054e+03,-2.643483e+01, 2,0,1,0
5480,0,-6.806807e+03,-2.594726e+01, 6,0,1,0
5480,0.1,-6.806806e+03,-2.594708e+01, 6,0,1,0
5480,0.2,-6.806806e+03,-2.594689e+01, 6,0,1,0
5480,0.3,-6.806806e+03,-2.594670e+01, 6,0,1,0
5480,0.4,-6.806806e+03,-2.594652e+01, 6,0,1,0
5480,0.5,-6.806806e+03,-2.594633e+01, 6,0,1,0
5480,0.6,-6.806805e+03,-2.594615e+01, 6,0,1,0
5480,0.7,-6.806805e+03,-2.594596e+01, 6,0,1,0
5480,0.8,-6.806805e+03,-2.594577e+01, 6,0,1,0
5480,0.9,-6.806805e+03,-2.594559e+01, 6,0,1,0
5480,1,-6.806805e+03,-2.594540e+01, 6,0,1,0
5481,0,-4.990018e+04,-8.602650e+01, 14,2,8,1
5481,0.1,-4.987843e+04,-8.084930e+01, 14,3,7,0
5481,0.2,-4.987643e+04,-7.885143e+01, 14,3,7,0
5481,0.3,-4.987519e+04,-7.761263e+01, 14,3,7,0
5481,0.4,-4.989596e+04,-7.157187e+01, 12,3,7,0
5481,0.5,-4.985205e+04,-7.599170e+01, 12,1,8,1
5481,0.6,-4.989484e+04,-8.442288e+01, 15,3,8,0
5481,0.7,-4.989433e+04,-8.390773e+01, 15,3,8,0
5481,0.8,-4.987199e+04,-7.441568e+01, 14,3,7,0
5481,0.9,-4.990238e+04,-8.656520e+01, 17,4,8,0
5481,1,-4.985045e+04,-8.097156e+01, 11,0,8,0
5483,0,-8.046664e+02,-2.202575e+01, 1,0,0,0
5483,0.1,-8.024611e+02,-1.982049e+01, 1,0,0,0
5483,0.2,-8.018246e+02,-1.918401e+01, 1,0,0,0
5483,0.3,-8.014388e+02,-1.879816e+01, 1,0,0,0
5483,0.4,-8.011610e+02,-1.852042e+01, 1,0,0,0
5483,0.5,-8.009439e+02,-1.830328e+01, 1,0,0,0
5483,0.6,-8.007656e+02,-1.812497e+01, 1,0,0,0
5483,0.7,-8.006143e+02,-1.797369e+01, 1,0,0,0
5483,0.8,-8.004829e+02,-1.784231e+01, 1,0,0,0
5483,0.9,-8.003667e+02,-1.772620e+01, 1,0,0,0
5483,1,-8.002627e+02,-1.762218e+01, 1,0,0,0
5485,0,-4.695508e+04,-2.999101e+01, 8,2,1,0
5485,0.1,-4.695071e+04,-2.558048e+01, 8,2,1,0
5485,0.2,-4.694940e+04,-2.430752e+01, 8,2,1,0
5485,0.3,-4.694868e+04,-2.353582e+01, 8,2,1,0
5485,0.4,-4.694813e+04,-2.298034e+01, 8,2,1,0
5485,0.5,-4.694763e+04,-2.254606e+01, 8,2,1,0
5485,0.6,-4.694727e+04,-2.218945e+01, 8,2,1,0
5485,0.7,-4.694711e+04,-2.188689e+01, 8,2,1,0
